,v1,v2
591,spam,specially selected receive pound award call lines close cost ppm cs apply ag promo
592,spam,private account statement shows un redeemed points call identifier code expires
593,ham,still grand prix
594,ham,met stranger choose friend long world stands friendship never ends lets friends forever gud nitz
595,ham,great
596,ham,gud mrng dear nice day
597,spam,important customer service announcement call freephone
598,ham,exhausted train morning much wine pie sleep well
599,ham,im going buy mums present ar
600,ham,mind blastin tsunamis occur rajnikant stopped swimming indian ocean
601,ham,sending home first ok lor im ready yet
602,ham,speaking cash yet
603,ham,happy come noon
604,ham,meet lunch la
605,ham,take care n get well soon
606,spam,xclusive clubsaisai morow soiree speciale zouk nichols paris free roses ladies info
607,ham,meant say cant wait see getting bored bridgwater banter
608,ham,neva mind ok
609,ham,fine imma get drink somethin want come find
610,spam,days kick euro kept date latest news results daily removed send get txt stop
611,ham,valentine game send dis msg ur friends answers r someone really loves ques colour suits best rply
612,ham,many dependents
613,ham,thanx today cer nice catch ave find time often oh well take care c soon c
614,ham,called said choose future
615,ham,happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles st
616,ham,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
617,ham,family happiness
618,ham,come n pick come immediately aft ur lesson
619,ham,let snow let snow kind weather brings ppl together friendships grow
620,ham,dear got lt gt dollars hi hi
621,ham,good words words may leave dismay many times
622,ham,make sure alex knows birthday fifteen minutes far youre concerned
623,ham,sorry got things may pub later
624,ham,nah straight bring bud drinks something thats actually little useful straight cash
625,ham,haha good hear im officially paid market th
626,ham,many licks take get center tootsie pop
627,ham,yup thk r e teacher said make face look longer darren ask cut short
628,spam,new textbuddy chat horny guys ur area p free receive search postcode gaytextbuddy com txt one name
629,spam,todays vodafone numbers ending selected receive award number matches call receive award
630,ham,please dont say like hi hi hi
631,ham,thank
632,ham,oh forwarded message thought send
633,ham,got seventeen pounds seven hundred ml hope ok
634,spam,dear voucher holder claim weeks offer pc go http www e tlp co uk expressoffer ts cs apply stop texts txt stop
635,ham,n funny
636,ham,sweetheart hope kind day one loads reasons smile biola
637,ham,login dat time dad fetching home
638,ham,shower baby
639,ham,askd question hours answer
640,ham,well imma definitely need restock thanksgiving ill let know im
641,ham,said kiss kiss cant sound effects gorgeous man isnt kind person needs smile brighten day
642,ham,probably gonna swing wee bit
643,ham,ya nice ready thursday
644,ham,allo braved buses taken trains triumphed mean b ham jolly good rest week
645,ham,watching cartoon listening music amp eve go temple amp church
646,ham,mind ask happened dont say uncomfortable
647,spam,private account statement shows un redeemed points call identifier code expires
648,ham,prob send email
649,spam,cash prize claim call c rstm sw ss ppm
650,ham,thats cool sometimes slow gentle sonetimes rough hard
651,ham,im gonna say sorry would normal starting panic time sorry seeing tuesday
652,ham,wait know wesleys town bet hella drugs
653,ham,fine miss much
654,ham,got persons story
655,ham,tell drug dealers getting impatient
656,ham,sun cant come earth send luv rays cloud cant come river send luv rain cant come meet send care msg gud evng
657,ham,place man
658,ham,doesnt make sense take unless free need know wikipedia com
659,spam,premium phone services call
660,ham,sea lays rock rock envelope envelope paper paper words
661,ham,mums repent
662,ham,sorry going home first daddy come fetch later
663,ham,leave de start prepare next
664,ham,yes baby study positions kama sutra
665,ham,en chikku nange bakra msg kalstiya tea coffee
666,ham,carlosll minute still need buy
667,ham,pay lt decimal gt lakhs
668,ham,good evening ttyl
669,ham,receive msg
670,ham,ho ho big belly laugh see ya tomo
671,spam,sms ac sun posts hello seem cool
672,spam,get ur st ringtone free reply msg tone gr top tones phone every week per wk opt send stop
673,ham,ditto wont worry saying anything anymore like said last night whatever want ill peace
674,ham,ive got lt gt way could pick
675,ham,dont knw pa drink milk
676,ham,maybe say hi find got card great escape wetherspoons
677,ham,piggy r awake bet ure still sleeping im going lunch
678,ham,cause im freaky lol
679,ham,missed call cause yelling scrappy miss cant wait come home im lonely today
680,ham,hex place talk explain
681,ham,log wat sdryb
682,ham,xy going e lunch
683,spam,hi im sue years old work lapdancer love sex text live im bedroom text sue textoperator g da ppmsg
684,ham,wanted ask wait finish lect cos lect finishes hour anyway
685,ham,finished work yet
686,ham,every king crying baby every great building map imprtant r today wil reach tomorw gud ni
687,ham,dear cherthala case r coming cochin pls call bfore start shall also reach accordingly tell day r coming tmorow engaged ans holiday
688,ham,thanks love torch bold
689,spam,forwarded please call immediately urgent message waiting
690,ham,farm open
691,ham,sorry trouble buy dad big small sat n sun thanx
692,ham,sister law hope great month saying hey abiola
693,ham,purchase stuff today mail po box number
694,ham,ah poop looks like ill prob send laptop get fixed cuz gpu problem
695,ham,good good job like entrepreneurs
696,ham,aight close still around alexs place
697,ham,meet corporation st outside gap see mind working
698,ham,mum ask buy food home
699,ham,k also dont msg reply msg
700,ham,much r willing pay
701,ham,sorry ill call later
702,ham,important prevent dehydration giving enough fluids
703,ham,thats bit weird even supposed happening good idea sure pub
704,ham,true dear sat pray evening felt smsd time
705,ham,dont think get away trek long family town sorry
706,ham,wanna gym harri
707,ham,quite late lar ard anyway wun b drivin
708,spam,review keep fantastic nokia n gage game deck club nokia go www cnupdates com newsletter unsubscribe alerts reply word
709,spam,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update stoptxt cs
710,ham,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move said made students
711,ham,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
712,spam,pm cost p
713,ham,save stress person dorm account send account details money sent
714,ham,also knows lunch menu da know
715,ham,stuff sell tell
716,spam,urgent nd attempt contact call b csbcm wc n xx callcost ppm mobilesvary max
717,ham,book lesson msg call work sth im going get specs membership px
718,spam,guaranteed cash prize claim yr prize call customer service representative pm
719,ham,macha dont feel upset assume mindset believe one evening wonderful plans us let life begin call anytime
720,ham,oh send address
721,ham,sfine anytime best
722,ham,wondar full flim
723,ham,ya even cookies jelly
724,ham,world running still maybe feeling admit mad correction let call life keep running world may r also running lets run
725,ham,got looks scrumptious daddy wants eat night long
726,ham,cos lar im ba dao ok pm lor never ask go ah said would ask fri said ask today
727,ham,alright omw gotta change order half th
728,ham,exactly anyways far jide study visiting
729,ham,dunno ask
730,spam,email alertfrom jeri stewartsize kbsubject low cost prescripiton drvgsto listen email call
731,ham,didnt spring coming early yay
732,ham,lol wont feel bad use money take steak dinner
733,ham,even dont get trouble convincing tel twice tel neglect msgs dont c read dont reply
734,ham,leaving qatar tonite search opportunity went fast pls add ur prayers dear rakhesh
735,ham,one talking
736,ham,thanks looking really appreciate
737,spam,hi customer loyalty offer new nokia mobile txtauction txt word start get ctxt tc p mtmsg
738,ham,wish
739,ham,haha mayb ure rite know well da feeling liked someone gd lor faster go find one gals group attached liao
740,ham,yes glad made
741,ham,well little time thing good times ahead
742,ham,got room soon hadnt put clocks back til shouted everyone get realised wahay another hour bed
743,ham,ok may free gym
744,ham,men like shorter ladies gaze eyes
745,ham,dunno jus say go lido time
746,ham,promise take good care princess run please send pics get chance ttyl
747,spam,subscribed best mobile content service uk per days send stop helpline
748,ham,reason weve spoken year anyways great week best exam
749,ham,monday next week give full gist
750,spam,realize years well thousands old ladies running around tattoos
751,spam,important customer service announcement premier
